trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.009, 'e': 0.9910403787728836}",20,0,-71.86299577394765,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
2,False,"{'a': 0.009, 'e': 0.9821610323583008}",20,0,-40.270500714059764,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
3,False,"{'a': 0.009, 'e': 0.9733612415243368}",20,0,-66.04084660259903,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
4,False,"{'a': 0.009, 'e': 0.9646402934831231}",25,0,-106.87496439153227,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
5,False,"{'a': 0.009, 'e': 0.9559974818331}",20,8,-10.917660559142956,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
6,False,"{'a': 0.009, 'e': 0.9474321065017983}",25,0,-152.6721183197278,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
7,False,"{'a': 0.009, 'e': 0.9389434736891332}",25,3,-97.38364819501771,"{0: 14, 1: 1, 2: 5, 3: 1, 4: 1}",1
8,False,"{'a': 0.009, 'e': 0.9305308958112057}",25,0,-210.157266144537,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
9,False,"{'a': 0.009, 'e': 0.922193691444608}",25,0,-136.39067831968123,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
10,False,"{'a': 0.009, 'e': 0.9139311852712282}",20,0,-91.83347022268818,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
11,False,"{'a': 0.009, 'e': 0.9057427080235485}",25,0,-160.12242162374733,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
12,False,"{'a': 0.009, 'e': 0.8976275964304349}",30,0,-104.667486655361,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
13,False,"{'a': 0.009, 'e': 0.8895851931634113}",20,0,-113.34561751006133,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
14,False,"{'a': 0.009, 'e': 0.8816148467834161}",20,9,-38.751562863354,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
15,False,"{'a': 0.009, 'e': 0.8737159116880344}",30,0,-101.78850638042057,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.009, 'e': 0.865887748059205}",20,0,-107.7279078398509,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
17,False,"{'a': 0.009, 'e': 0.8581297218113938}",20,6,-43.28658137030965,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
18,False,"{'a': 0.009, 'e': 0.850441204540233}",25,0,-102.65919885077261,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
19,False,"{'a': 0.009, 'e': 0.8428215734716199}",20,6,-61.6902523195048,"{0: 7, 1: 5, 2: 1, 3: 0, 4: 1}",1
20,False,"{'a': 0.009, 'e': 0.835270211411272}",25,0,-79.65111535066653,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.009, 'e': 0.8277865066947336}",25,0,-17.799923677251112,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
22,False,"{'a': 0.009, 'e': 0.8203698531378311}",20,0,-37.834806513399364,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
23,False,"{'a': 0.009, 'e': 0.813019649987571}",25,0,-150.56701187022304,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
24,False,"{'a': 0.009, 'e': 0.8057353018734796}",20,0,-117.7623057331387,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
25,False,"{'a': 0.009, 'e': 0.7985162187593771}",25,0,-152.34818581943782,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
26,False,"{'a': 0.009, 'e': 0.7913618158955839}",25,0,-95.55616227477702,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",0
27,False,"{'a': 0.009, 'e': 0.7842715137715565}",20,0,-20.48478574677108,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
28,False,"{'a': 0.009, 'e': 0.7772447380689461}",25,0,-89.16717785562169,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
29,False,"{'a': 0.009, 'e': 0.7702809196150792}",20,0,-172.46316379412463,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
30,False,"{'a': 0.009, 'e': 0.7633794943368533}",20,4,-54.935676298870824,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 0}",1
31,False,"{'a': 0.009, 'e': 0.7565399032150474}",30,0,-160.6953330012766,"{0: 16, 1: 4, 2: 7, 3: 2, 4: 1}",0
32,False,"{'a': 0.009, 'e': 0.7497615922390413}",20,0,-89.58259400847507,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
33,False,"{'a': 0.009, 'e': 0.7430440123619398}",20,0,-127.49074088530071,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
34,False,"{'a': 0.009, 'e': 0.7363866194561001}",20,0,-29.916150468130734,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
35,False,"{'a': 0.009, 'e': 0.7297888742690568}",30,0,-87.93014650807184,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
36,False,"{'a': 0.009, 'e': 0.7232502423798425}",30,0,-71.22679672773965,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
37,False,"{'a': 0.009, 'e': 0.716770194155699}",20,0,-98.40507450017068,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
38,False,"{'a': 0.009, 'e': 0.7103482047091773}",20,0,-92.79937253539573,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
39,False,"{'a': 0.009, 'e': 0.703983753855621}",25,11,-27.82134060217134,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
40,False,"{'a': 0.009, 'e': 0.697676326071031}",30,0,-163.92007427766157,"{0: 19, 1: 4, 2: 4, 3: 0, 4: 3}",0
41,False,"{'a': 0.009, 'e': 0.6914254104503085}",25,13,-12.29498912438816,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
42,False,"{'a': 0.009, 'e': 0.6852305006658703}",20,0,-33.453115369392904,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
43,False,"{'a': 0.009, 'e': 0.6790910949266369}",25,0,-109.13786615203486,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
44,False,"{'a': 0.009, 'e': 0.6730066959373865}",30,9,9.182377682738014,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
45,False,"{'a': 0.009, 'e': 0.6669768108584744}",20,0,-34.616241307343714,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
46,False,"{'a': 0.009, 'e': 0.6610009512659125}",25,15,-67.55350236501833,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
47,False,"{'a': 0.009, 'e': 0.6550786331118063}",20,1,-62.89350887258411,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 0}",1
48,False,"{'a': 0.009, 'e': 0.6492093766851474}",25,0,-48.672256731274096,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
49,False,"{'a': 0.009, 'e': 0.6433927065729562}",25,0,-55.87470230208761,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
50,False,"{'a': 0.009, 'e': 0.6376281516217733}",20,15,2.4294043356625474,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.009, 'e': 0.6319152448994959}",20,0,-35.05866754491681,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",1
52,False,"{'a': 0.009, 'e': 0.6262535236575559}",20,2,18.279344755912856,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.009, 'e': 0.6206425292934373}",20,0,-112.39780694686735,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
54,False,"{'a': 0.009, 'e': 0.6150818073135287}",20,0,-184.07575187961083,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 4}",0
55,False,"{'a': 0.009, 'e': 0.6095709072963094}",20,5,-56.92084481420843,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
56,False,"{'a': 0.009, 'e': 0.6041093828558647}",35,28,10.811065989788473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.009, 'e': 0.5986967916057292}",20,13,-20.871901981732034,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
58,False,"{'a': 0.009, 'e': 0.5933326951230521}",20,0,-56.74149897131478,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
59,False,"{'a': 0.009, 'e': 0.5880166589130854}",30,0,-95.04669789353497,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
60,False,"{'a': 0.009, 'e': 0.5827482523739898}",20,0,-27.41768773723457,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
61,False,"{'a': 0.009, 'e': 0.5775270487619547}",25,0,-118.12452117981401,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
62,False,"{'a': 0.009, 'e': 0.5723526251566333}",20,0,-182.843145099615,"{0: 12, 1: 1, 2: 1, 3: 3, 4: 3}",0
63,False,"{'a': 0.009, 'e': 0.5672245624268841}",20,7,-0.9604598887326059,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.009, 'e': 0.5621424451968224}",20,4,-55.28808617362373,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 0}",1
65,False,"{'a': 0.009, 'e': 0.5571058618121739}",25,0,-80.24700783309335,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
66,False,"{'a': 0.009, 'e': 0.5521144043069306}",30,0,-183.24422429973546,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
67,False,"{'a': 0.009, 'e': 0.5471676683703055}",35,0,-117.82940033594599,"{0: 25, 1: 3, 2: 5, 3: 0, 4: 2}",0
68,False,"{'a': 0.009, 'e': 0.5422652533139832}",20,10,8.50359327147625,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.009, 'e': 0.5374067620396636}",20,0,-38.155921065960854,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
70,False,"{'a': 0.009, 'e': 0.5325918010068972}",20,0,-37.25505922865943,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.009, 'e': 0.5278199802012077}",25,12,-4.883024496351049,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
72,False,"{'a': 0.009, 'e': 0.5230909131025009}",30,11,-46.706322076664264,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 0}",1
73,False,"{'a': 0.009, 'e': 0.518404216653756}",20,0,-57.93892683517713,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
74,False,"{'a': 0.009, 'e': 0.5137595112299984}",25,0,-21.229354859472664,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
75,False,"{'a': 0.009, 'e': 0.5091564206075492}",35,6,-52.88184038101054,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 1}",1
76,False,"{'a': 0.009, 'e': 0.5045945719335512}",20,0,-19.4267285902877,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
77,False,"{'a': 0.009, 'e': 0.5000735956957677}",20,12,14.96311773720189,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.009, 'e': 0.49559312569265146}",20,0,-88.94290751118642,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
79,False,"{'a': 0.009, 'e': 0.49115279900368264}",30,14,-150.2038474101672,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 3}",1
80,False,"{'a': 0.009, 'e': 0.4867522559599717}",30,6,9.546550579371534,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.009, 'e': 0.4823911401151259}",25,16,18.35624940763954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.009, 'e': 0.4780690982163776}",20,6,22.005030136794453,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.009, 'e': 0.4737857801759698}",20,9,-21.07416188016259,"{0: 8, 1: 2, 2: 0, 3: 1, 4: 0}",1
84,False,"{'a': 0.009, 'e': 0.4695408390427993}",20,0,-61.91047512891071,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
85,False,"{'a': 0.009, 'e': 0.4653339309743134}",25,16,-35.67305718246657,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
86,False,"{'a': 0.009, 'e': 0.4611647152086585}",20,1,-127.88238240747523,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 3}",1
87,False,"{'a': 0.009, 'e': 0.45703285403707794}",20,0,2.3069905251457223,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
88,False,"{'a': 0.009, 'e': 0.45293801277655776}",20,2,-31.002313643806907,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
89,False,"{'a': 0.009, 'e': 0.448879859742717}",20,0,-20.20457137965807,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
90,False,"{'a': 0.009, 'e': 0.44485806622294116}",20,16,8.013873992067019,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.009, 'e': 0.44087230644975617}",20,13,-11.00494217832055,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
92,False,"{'a': 0.009, 'e': 0.4369222575744412}",20,0,-30.915845055611797,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
93,False,"{'a': 0.009, 'e': 0.43300759964087765}",25,0,-32.73982477242024,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
94,False,"{'a': 0.009, 'e': 0.42912801555963254}",20,0,-20.973508941976668,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
95,False,"{'a': 0.009, 'e': 0.42528319108227414}",30,8,22.422976178486536,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.009, 'e': 0.42147281477591764}",30,13,-55.48843549541888,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
97,False,"{'a': 0.009, 'e': 0.41769657799799886}",30,0,-156.7690618045516,"{0: 22, 1: 0, 2: 4, 3: 1, 4: 3}",0
98,False,"{'a': 0.009, 'e': 0.4139541748712741}",25,0,-45.707675069988845,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
99,False,"{'a': 0.009, 'e': 0.41024530225904404}",20,15,8.637046131921496,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.009, 'e': 0.40656965974059917}",20,12,2.9598127094685602,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.009, 'e': 0.4029269495868858}",20,3,-28.458479287192773,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
102,False,"{'a': 0.009, 'e': 0.3993168767363899}",20,0,4.001484622005577,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
103,False,"{'a': 0.009, 'e': 0.3957391487712367}",25,17,-0.05912164515160101,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.009, 'e': 0.392193475893505}",20,0,-28.105019180093283,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
105,False,"{'a': 0.009, 'e': 0.38867957090175304}",20,9,18.04102826178334,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.009, 'e': 0.3851971491677552}",20,10,-6.8922512381904575,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
107,False,"{'a': 0.009, 'e': 0.3817459286134471}",20,5,15.440547938266898,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.009, 'e': 0.3783256296880768}",20,2,-22.321114480466438,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
109,False,"{'a': 0.009, 'e': 0.3749359753455614}",20,9,-15.452990855479769,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
110,False,"{'a': 0.009, 'e': 0.3715766910220457}",25,13,-17.23682142593244,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
111,False,"{'a': 0.009, 'e': 0.36824750461366296}",25,0,-23.685825785219198,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
112,False,"{'a': 0.009, 'e': 0.36494814645449375}",20,4,20.768658739543927,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.009, 'e': 0.3616783492947233}",20,16,6.971124071562944,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.009, 'e': 0.3584378482789939}",20,0,14.429027074437471,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
115,False,"{'a': 0.009, 'e': 0.3552263809249515}",25,15,-2.204192601710072,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.009, 'e': 0.35204368710198464}",20,0,-13.018651427751399,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
117,False,"{'a': 0.009, 'e': 0.34888950901015336}",30,20,9.154674166636507,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
118,False,"{'a': 0.009, 'e': 0.3457635911593078}",30,3,-17.548823415384266,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.009, 'e': 0.3426656803483929}",25,17,14.371452409641224,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.009, 'e': 0.3395955256449392}",30,9,-10.682865461175545,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 0}",1
121,False,"{'a': 0.009, 'e': 0.336552878364737}",20,2,17.08026435938321,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.009, 'e': 0.33353749205169325}",35,22,23.02738119792513,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.009, 'e': 0.3305491224578677}",20,0,-26.86524391762101,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
124,False,"{'a': 0.009, 'e': 0.3275875275236896}",20,0,-78.70666532883344,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
125,False,"{'a': 0.009, 'e': 0.32465246735834974}",20,10,-0.01676776783284417,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.009, 'e': 0.3217437042203702}",25,0,-18.018513488442903,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
127,False,"{'a': 0.009, 'e': 0.3188610024983463}",20,10,-26.150085907951635,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
128,False,"{'a': 0.009, 'e': 0.31600412869186256}",25,2,9.227707303619649,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.009, 'e': 0.31317285139257856}",25,11,14.377568494948022,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.009, 'e': 0.31036694126548503}",25,0,-29.605869263004095,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
131,False,"{'a': 0.009, 'e': 0.30758617103032765}",30,10,-67.9471485302165,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
132,False,"{'a': 0.009, 'e': 0.30483031544319683}",20,9,18.743720129318408,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.009, 'e': 0.30209915127828346}",35,23,14.981402830125306,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.009, 'e': 0.2993924573097967}",30,10,5.148184469915627,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.009, 'e': 0.2967100142940453}",20,0,-59.81860169343291,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
136,False,"{'a': 0.009, 'e': 0.29405160495167837}",30,7,-20.732134378848386,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
137,False,"{'a': 0.009, 'e': 0.29141701395008573}",20,15,10.94246769752843,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.009, 'e': 0.28880602788595566}",30,18,15.749647993830262,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.009, 'e': 0.2862184352679895}",30,15,14.279880221955892,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.009, 'e': 0.2836540264997704}",25,20,9.740412117663997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.009, 'e': 0.28111259386278603}",30,8,-5.000824803816112,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.009, 'e': 0.2785939314996033}",25,16,-48.8305512882898,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
143,False,"{'a': 0.009, 'e': 0.2760978353971936}",25,0,1.5992192515048274,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
144,False,"{'a': 0.009, 'e': 0.2736241033704081}",25,7,32.55595896278551,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.009, 'e': 0.2711725350455999}",25,14,6.912366743513072,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.009, 'e': 0.2687429318443944}",25,0,-32.67804597675784,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
147,False,"{'a': 0.009, 'e': 0.2663350969676039}",25,13,-0.4788887219028437,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
148,False,"{'a': 0.009, 'e': 0.2639488353792869}",30,22,-1.0626999547881983,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.009, 'e': 0.26158395379094995}",25,12,13.681095114781215,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.009, 'e': 0.25924026064589156}",25,0,-23.05672880685479,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
151,False,"{'a': 0.009, 'e': 0.25691756610368544}",20,12,-5.221728056837502,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
152,False,"{'a': 0.009, 'e': 0.2546156820248038}",20,2,-40.780588232730025,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
153,False,"{'a': 0.009, 'e': 0.25233442195537764}",25,15,19.0381538764457,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.009, 'e': 0.25007360111209415}",20,0,-40.477739499470644,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
155,False,"{'a': 0.009, 'e': 0.2478330363672288}",20,6,24.549197608374506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.009, 'e': 0.24561254623381226}",20,11,11.389043179937557,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.009, 'e': 0.24341195085092973}",25,11,24.337450038592078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.009, 'e': 0.24123107196915192}",20,9,21.716116518128178,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.009, 'e': 0.2390697329360971}",25,14,-25.069215515941615,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
160,False,"{'a': 0.009, 'e': 0.23692775868212176}",20,0,10.141124513332096,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.009, 'e': 0.23480497570614037}",20,0,0.0033343130865769455,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.009, 'e': 0.23270121206157107}",20,0,19.51455095520042,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
163,False,"{'a': 0.009, 'e': 0.23061629734240854}",25,15,11.75735106657353,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.009, 'e': 0.2285500626694205}",20,8,17.437099233357035,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.009, 'e': 0.2265023406764688}",20,12,15.261596490108733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.009, 'e': 0.22447296549695234}",20,0,27.34168584642394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.009, 'e': 0.22246177275037213}",30,12,13.947226490721992,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.009, 'e': 0.22046859952901599}",25,0,-27.235057721503246,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",1
169,False,"{'a': 0.009, 'e': 0.21849328438476318}",25,0,-65.09537851131226,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
170,False,"{'a': 0.009, 'e': 0.2165356673160071}",25,14,22.78899855218434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.009, 'e': 0.21459558975469478}",20,6,-11.151156779595945,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
172,False,"{'a': 0.009, 'e': 0.2126728945534831}",20,15,-11.319196766760736,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
173,False,"{'a': 0.009, 'e': 0.2107674259730094}",20,13,-12.898869399351264,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
174,False,"{'a': 0.009, 'e': 0.208879029669277}",20,13,-11.73493984718366,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
175,False,"{'a': 0.009, 'e': 0.20700755268115265}",25,8,-17.13046547489753,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
176,False,"{'a': 0.009, 'e': 0.2051528434179772}",20,10,12.079342585696995,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.009, 'e': 0.20331475164728618}",25,17,18.431982707321694,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.009, 'e': 0.2014931284826413}",25,19,9.92531211498569,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.009, 'e': 0.19968782637157012}",25,5,29.292467256739787,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.009, 'e': 0.1978986990836147}",30,9,-44.3435209813493,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
181,False,"{'a': 0.009, 'e': 0.19612560169848647}",20,2,-22.65330864919869,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
182,False,"{'a': 0.009, 'e': 0.1943683905943277}",30,0,10.44153571570304,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.009, 'e': 0.19262692343607835}",25,13,7.671118216562532,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.009, 'e': 0.19090105916394634}",25,0,-52.46354576156219,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
